,Hour,Geothermal,Biomass,Biogas,Small Hydro,Wind,Solar,Date
460,5,986,241,169,327,1242,0,2010-05-09 04:00:00
461,6,988,247,169,328,1200,0,2010-05-09 05:00:00
462,7,980,247,170,328,1171,0,2010-05-09 06:00:00
463,8,978,245,171,344,1107,20,2010-05-09 07:00:00
464,9,995,245,173,345,1103,211,2010-05-09 08:00:00
465,10,996,244,173,355,1135,301,2010-05-09 09:00:00
466,11,997,244,173,352,1186,332,2010-05-09 10:00:00
467,12,997,249,172,350,1304,336,2010-05-09 11:00:00
468,13,997,255,173,367,1303,318,2010-05-09 12:00:00
469,14,995,256,175,366,1416,318,2010-05-09 13:00:00
470,15,994,255,175,360,1478,256,2010-05-09 14:00:00
471,16,993,253,175,363,1443,239,2010-05-09 15:00:00
472,17,992,252,175,366,1368,149,2010-05-09 16:00:00
473,18,990,252,174,370,1358,89,2010-05-09 17:00:00
474,19,992,251,172,372,1222,59,2010-05-09 18:00:00
475,20,991,244,173,374,1307,2,2010-05-09 19:00:00
476,21,995,226,172,365,1403,0,2010-05-09 20:00:00
477,22,996,223,171,348,1517,0,2010-05-09 21:00:00
478,23,995,219,170,330,1512,0,2010-05-09 22:00:00
479,24,996,219,168,328,1433,0,2010-05-09 23:00:00
480,1,1008,218,164,320,1369,0,2010-05-10 00:00:00
481,2,1016,214,163,318,1264,0,2010-05-10 01:00:00
482,3,1035,213,165,319,1158,0,2010-05-10 02:00:00
483,4,1054,212,165,318,1083,0,2010-05-10 03:00:00
484,5,1053,217,166,317,924,0,2010-05-10 04:00:00
485,6,1054,220,165,311,803,0,2010-05-10 05:00:00
486,7,1054,219,163,308,855,0,2010-05-10 06:00:00
487,8,1053,219,158,303,884,41,2010-05-10 07:00:00
488,9,1052,224,160,306,852,274,2010-05-10 08:00:00
489,10,1048,215,163,311,1009,354,2010-05-10 09:00:00
490,11,1045,211,162,311,1115,362,2010-05-10 10:00:00
491,12,1046,196,162,335,1189,356,2010-05-10 11:00:00
492,13,1051,216,166,364,1426,348,2010-05-10 12:00:00
493,14,1056,220,166,363,1533,354,2010-05-10 13:00:00
494,15,1054,222,169,364,1378,339,2010-05-10 14:00:00
495,16,1054,222,170,373,1334,299,2010-05-10 15:00:00
496,17,1056,226,169,374,1548,280,2010-05-10 16:00:00
497,18,1058,227,170,371,1619,251,2010-05-10 17:00:00
498,19,1059,228,171,346,1507,140,2010-05-10 18:00:00
499,20,1058,227,170,347,1462,33,2010-05-10 19:00:00
500,21,1060,219,170,343,1383,20,2010-05-10 20:00:00
501,22,1061,215,168,328,1225,0,2010-05-10 21:00:00
502,23,1062,207,169,308,1074,0,2010-05-10 22:00:00
503,24,1063,206,168,307,1010,0,2010-05-10 23:00:00
504,1,1063,207,168,311,906,0,2010-05-11 00:00:00
505,2,1065,199,166,312,906,0,2010-05-11 01:00:00
506,3,1065,199,165,312,912,0,2010-05-11 02:00:00
507,4,1064,194,166,314,892,0,2010-05-11 03:00:00
508,5,1053,203,166,311,843,0,2010-05-11 04:00:00
509,6,1053,207,166,309,828,0,2010-05-11 05:00:00
510,7,1053,210,166,310,794,0,2010-05-11 06:00:00
511,8,1054,210,166,307,837,37,2010-05-11 07:00:00
512,9,1048,215,168,309,930,163,2010-05-11 08:00:00
513,10,1048,215,169,328,898,204,2010-05-11 09:00:00
514,11,1044,216,170,329,889,278,2010-05-11 10:00:00
515,12,1042,224,172,334,892,356,2010-05-11 11:00:00
516,13,1039,226,172,362,895,361,2010-05-11 12:00:00
517,14,1038,228,172,374,866,363,2010-05-11 13:00:00
518,15,1038,230,172,375,839,363,2010-05-11 14:00:00
519,16,1034,226,172,377,916,360,2010-05-11 15:00:00
520,17,1037,232,171,377,969,344,2010-05-11 16:00:00
521,18,1035,230,171,364,1014,307,2010-05-11 17:00:00
522,19,1035,228,171,342,1041,197,2010-05-11 18:00:00
523,20,1036,229,170,343,1042,75,2010-05-11 19:00:00
524,21,1037,218,169,342,1105,28,2010-05-11 20:00:00
525,22,1037,216,169,346,1145,0,2010-05-11 21:00:00
526,23,1036,202,169,343,1130,0,2010-05-11 22:00:00
527,24,1037,199,168,321,1099,0,2010-05-11 23:00:00
528,1,1039,200,168,319,1001,0,2010-05-12 00:00:00
529,2,1041,191,167,322,910,0,2010-05-12 01:00:00
530,3,1041,192,166,324,926,0,2010-05-12 02:00:00
531,4,1042,191,166,325,870,0,2010-05-12 03:00:00
532,5,1043,199,167,325,770,0,2010-05-12 04:00:00
533,6,1044,202,166,327,636,0,2010-05-12 05:00:00
534,7,1045,200,166,326,517,0,2010-05-12 06:00:00
535,8,1044,201,166,340,387,55,2010-05-12 07:00:00
536,9,1041,206,166,342,287,280,2010-05-12 08:00:00
537,10,1039,215,167,351,169,356,2010-05-12 09:00:00
538,11,1038,216,167,355,98,366,2010-05-12 10:00:00
539,12,1038,220,167,352,108,366,2010-05-12 11:00:00
540,13,1035,224,167,378,104,365,2010-05-12 12:00:00
541,14,1035,226,169,381,164,364,2010-05-12 13:00:00
542,15,1034,227,170,382,316,364,2010-05-12 14:00:00
543,16,1027,227,169,382,486,359,2010-05-12 15:00:00
544,17,1038,232,170,383,775,342,2010-05-12 16:00:00
545,18,1043,228,171,383,1048,297,2010-05-12 17:00:00
546,19,1043,229,171,358,1007,140,2010-05-12 18:00:00
547,20,1045,232,171,359,970,57,2010-05-12 19:00:00
548,21,1046,220,171,360,1080,46,2010-05-12 20:00:00
549,22,1049,210,170,360,1193,0,2010-05-12 21:00:00
550,23,1050,199,170,347,1250,0,2010-05-12 22:00:00
551,24,1051,177,167,342,1204,0,2010-05-12 23:00:00
552,1,1053,173,161,323,1206,0,2010-05-13 00:00:00
553,2,1053,166,162,323,1187,0,2010-05-13 01:00:00
554,3,1054,162,163,323,1058,0,2010-05-13 02:00:00
555,4,1054,182,165,322,933,0,2010-05-13 03:00:00
556,5,1053,176,168,322,750,0,2010-05-13 04:00:00
557,6,1049,167,168,322,618,0,2010-05-13 05:00:00
558,7,1049,163,168,322,567,0,2010-05-13 06:00:00
559,8,1049,164,167,322,447,12,2010-05-13 07:00:00
560,9,1047,165,164,338,284,22,2010-05-13 08:00:00
561,10,1045,165,161,355,236,73,2010-05-13 09:00:00
562,11,1047,169,165,355,127,247,2010-05-13 10:00:00
563,12,1049,167,170,354,106,340,2010-05-13 11:00:00
564,13,1051,172,171,381,103,306,2010-05-13 12:00:00
565,14,1045,189,172,383,88,249,2010-05-13 13:00:00
566,15,1036,191,173,384,93,166,2010-05-13 14:00:00
567,16,1044,190,172,383,138,120,2010-05-13 15:00:00
568,17,1042,194,172,383,241,100,2010-05-13 16:00:00
569,18,1043,183,172,384,372,43,2010-05-13 17:00:00
570,19,1041,177,170,361,453,0,2010-05-13 18:00:00
571,20,1046,178,170,362,648,0,2010-05-13 19:00:00
572,21,1049,176,170,362,746,0,2010-05-13 20:00:00
573,22,1054,175,169,358,737,0,2010-05-13 21:00:00
574,23,1058,176,169,350,828,0,2010-05-13 22:00:00
575,24,1061,187,168,346,925,0,2010-05-13 23:00:00
576,1,1061,192,166,340,948,0,2010-05-14 00:00:00
577,2,1063,185,166,335,943,0,2010-05-14 01:00:00
578,3,1063,185,168,318,931,0,2010-05-14 02:00:00
579,4,1062,188,168,318,963,0,2010-05-14 03:00:00
580,5,1062,189,168,318,1038,0,2010-05-14 04:00:00
581,6,1062,190,166,323,938,0,2010-05-14 05:00:00
582,7,1061,186,165,323,835,0,2010-05-14 06:00:00
583,8,1059,186,164,337,599,45,2010-05-14 07:00:00
584,9,1056,187,162,343,486,277,2010-05-14 08:00:00
585,10,1053,185,166,353,359,358,2010-05-14 09:00:00
586,11,1051,185,168,352,310,369,2010-05-14 10:00:00
587,12,1043,191,169,349,204,367,2010-05-14 11:00:00
588,13,1012,194,173,377,184,366,2010-05-14 12:00:00
589,14,1039,195,173,378,211,362,2010-05-14 13:00:00
590,15,1047,197,173,379,360,348,2010-05-14 14:00:00
591,16,1048,195,172,380,483,302,2010-05-14 15:00:00
592,17,1048,195,172,374,531,201,2010-05-14 16:00:00
593,18,1049,192,170,367,672,129,2010-05-14 17:00:00
594,19,1047,190,169,356,763,54,2010-05-14 18:00:00
595,20,1047,191,160,356,768,57,2010-05-14 19:00:00
596,21,1047,184,137,358,890,1,2010-05-14 20:00:00
597,22,1048,182,121,344,1081,0,2010-05-14 21:00:00
598,23,1052,177,121,334,1136,0,2010-05-14 22:00:00
599,24,1055,174,122,326,1096,0,2010-05-14 23:00:00
600,1,1057,173,122,324,1028,0,2010-05-15 00:00:00
601,2,1059,166,121,322,936,0,2010-05-15 01:00:00
602,3,1060,164,121,325,912,0,2010-05-15 02:00:00
603,4,1061,166,121,321,863,0,2010-05-15 03:00:00
604,5,1061,168,121,320,835,0,2010-05-15 04:00:00
605,6,1060,178,122,324,774,0,2010-05-15 05:00:00
606,7,1059,178,123,326,686,0,2010-05-15 06:00:00
607,8,1057,178,123,340,508,43,2010-05-15 07:00:00
608,9,1055,176,123,341,321,258,2010-05-15 08:00:00
609,10,1052,178,123,340,205,339,2010-05-15 09:00:00
610,11,1051,174,124,336,145,357,2010-05-15 10:00:00
611,12,1050,176,124,341,106,358,2010-05-15 11:00:00
612,13,1048,177,125,355,115,353,2010-05-15 12:00:00
613,14,1047,177,125,353,66,358,2010-05-15 13:00:00
614,15,1048,179,125,352,45,361,2010-05-15 14:00:00
615,16,1048,182,125,353,33,355,2010-05-15 15:00:00
616,17,1046,182,125,355,52,337,2010-05-15 16:00:00
617,18,1044,182,125,357,113,284,2010-05-15 17:00:00
618,19,1043,183,125,358,201,171,2010-05-15 18:00:00
619,20,1046,184,125,358,331,23,2010-05-15 19:00:00
620,21,1050,185,125,358,472,0,2010-05-15 20:00:00
621,22,1050,182,125,357,698,0,2010-05-15 21:00:00
622,23,1051,179,125,357,828,0,2010-05-15 22:00:00
623,24,1054,177,125,347,907,0,2010-05-15 23:00:00
624,1,1056,181,125,326,903,0,2010-05-16 00:00:00
625,2,1057,177,125,325,895,0,2010-05-16 01:00:00
626,3,1059,175,125,321,918,0,2010-05-16 02:00:00
627,4,1060,173,125,321,899,0,2010-05-16 03:00:00
628,5,1061,184,125,321,880,0,2010-05-16 04:00:00
629,6,1062,191,125,320,827,0,2010-05-16 05:00:00
630,7,1064,191,125,322,813,0,2010-05-16 06:00:00
631,8,1063,191,125,331,695,56,2010-05-16 07:00:00
632,9,1061,192,125,338,564,275,2010-05-16 08:00:00
633,10,1059,184,124,339,639,342,2010-05-16 09:00:00
634,11,1057,182,124,340,621,360,2010-05-16 10:00:00
635,12,1055,185,125,355,553,359,2010-05-16 11:00:00
636,13,1054,186,124,356,491,355,2010-05-16 12:00:00
637,14,1054,185,125,357,507,350,2010-05-16 13:00:00
638,15,1054,182,125,358,460,347,2010-05-16 14:00:00
639,16,1052,186,125,357,730,338,2010-05-16 15:00:00
640,17,1049,186,125,358,832,306,2010-05-16 16:00:00
641,18,1047,187,125,359,871,224,2010-05-16 17:00:00
642,19,1048,191,125,357,920,130,2010-05-16 18:00:00
643,20,1050,192,125,358,939,8,2010-05-16 19:00:00
644,21,1052,190,125,359,1030,0,2010-05-16 20:00:00
645,22,1055,189,125,355,1175,0,2010-05-16 21:00:00
646,23,1058,187,125,347,1225,0,2010-05-16 22:00:00
647,24,1061,185,125,319,1291,0,2010-05-16 23:00:00
648,1,1062,184,125,321,1273,0,2010-05-17 00:00:00
649,2,1064,182,125,320,1179,0,2010-05-17 01:00:00
650,3,1066,172,125,320,1113,0,2010-05-17 02:00:00
651,4,1066,175,125,320,1035,0,2010-05-17 03:00:00
652,5,1066,181,124,319,1020,0,2010-05-17 04:00:00
653,6,1065,185,122,312,1004,0,2010-05-17 05:00:00
654,7,1065,184,122,327,881,0,2010-05-17 06:00:00
655,8,1069,187,123,349,870,10,2010-05-17 07:00:00
656,9,1067,183,120,358,758,24,2010-05-17 08:00:00
657,10,1066,183,119,363,562,28,2010-05-17 09:00:00
658,11,1066,180,119,359,535,33,2010-05-17 10:00:00
659,12,1067,166,118,354,660,38,2010-05-17 11:00:00
660,13,1066,169,119,357,634,38,2010-05-17 12:00:00
661,14,1064,169,120,357,672,38,2010-05-17 13:00:00
662,15,1063,172,120,357,867,60,2010-05-17 14:00:00
663,16,1063,172,121,358,630,109,2010-05-17 15:00:00
664,17,1062,178,122,360,598,143,2010-05-17 16:00:00
665,18,1062,191,124,360,594,120,2010-05-17 17:00:00
666,19,1061,199,123,350,696,57,2010-05-17 18:00:00
667,20,1060,199,123,353,827,0,2010-05-17 19:00:00
668,21,1060,192,125,361,799,0,2010-05-17 20:00:00
669,22,1061,187,125,360,785,0,2010-05-17 21:00:00
670,23,1062,193,125,347,787,0,2010-05-17 22:00:00
671,24,1063,197,125,335,813,0,2010-05-17 23:00:00
672,1,1064,183,125,328,848,0,2010-05-18 00:00:00
673,2,1066,174,125,327,820,0,2010-05-18 01:00:00
674,3,1064,184,125,328,752,0,2010-05-18 02:00:00
675,4,1054,175,125,327,694,0,2010-05-18 03:00:00
676,5,1052,176,124,328,646,0,2010-05-18 04:00:00
677,6,1053,176,123,328,664,0,2010-05-18 05:00:00
678,7,1054,166,124,321,713,0,2010-05-18 06:00:00
679,8,1052,167,124,345,698,38,2010-05-18 07:00:00
680,9,1049,165,122,365,692,258,2010-05-18 08:00:00
681,10,1047,167,122,370,673,339,2010-05-18 09:00:00
682,11,1046,171,123,375,658,325,2010-05-18 10:00:00
683,12,1047,168,122,372,701,351,2010-05-18 11:00:00
684,13,1017,172,122,372,757,321,2010-05-18 12:00:00
685,14,1031,179,124,371,823,314,2010-05-18 13:00:00
686,15,1043,192,124,370,908,363,2010-05-18 14:00:00
687,16,1042,198,124,376,992,353,2010-05-18 15:00:00
688,17,1042,190,124,375,1129,317,2010-05-18 16:00:00
689,18,1043,194,123,375,1342,278,2010-05-18 17:00:00
690,19,1044,197,125,365,1363,201,2010-05-18 18:00:00
691,20,1047,204,126,366,1314,110,2010-05-18 19:00:00
692,21,1049,196,125,366,1301,13,2010-05-18 20:00:00
693,22,1049,193,125,355,1338,0,2010-05-18 21:00:00
694,23,1050,192,124,335,1396,0,2010-05-18 22:00:00
695,24,1051,182,125,339,1354,0,2010-05-18 23:00:00
696,1,1052,190,125,327,1247,0,2010-05-19 00:00:00
697,2,1054,180,125,317,1263,0,2010-05-19 01:00:00
698,3,1054,180,125,326,1286,0,2010-05-19 02:00:00
699,4,1055,185,125,338,1244,0,2010-05-19 03:00:00
700,5,1039,188,125,329,1147,0,2010-05-19 04:00:00
701,6,1000,189,126,337,968,0,2010-05-19 05:00:00
702,7,990,188,127,342,1076,0,2010-05-19 06:00:00
703,8,987,189,125,358,954,59,2010-05-19 07:00:00
704,9,999,188,123,357,955,288,2010-05-19 08:00:00
705,10,1030,190,121,382,681,354,2010-05-19 09:00:00
706,11,1045,193,123,381,756,368,2010-05-19 10:00:00
707,12,1051,187,121,384,578,369,2010-05-19 11:00:00
708,13,1050,176,121,392,562,367,2010-05-19 12:00:00
709,14,1049,169,123,388,520,366,2010-05-19 13:00:00
710,15,1048,171,124,387,561,364,2010-05-19 14:00:00
711,16,1049,168,122,390,770,355,2010-05-19 15:00:00
712,17,1051,172,124,390,1017,334,2010-05-19 16:00:00
713,18,1050,171,127,390,1101,303,2010-05-19 17:00:00
714,19,1049,173,127,379,1115,215,2010-05-19 18:00:00
715,20,1050,175,127,381,1165,128,2010-05-19 19:00:00
716,21,1052,177,127,376,1191,106,2010-05-19 20:00:00
717,22,1067,175,127,376,1120,0,2010-05-19 21:00:00
718,23,1071,172,127,361,891,0,2010-05-19 22:00:00
719,24,1077,170,127,345,803,0,2010-05-19 23:00:00
720,1,1078,169,127,335,994,0,2010-05-20 00:00:00
721,2,1079,162,127,338,896,0,2010-05-20 01:00:00
722,3,1080,163,127,333,795,0,2010-05-20 02:00:00
723,4,1080,167,127,329,924,0,2010-05-20 03:00:00
724,5,1082,171,127,323,909,0,2010-05-20 04:00:00
725,6,1071,174,126,319,799,0,2010-05-20 05:00:00
726,7,1038,186,123,339,668,0,2010-05-20 06:00:00
727,8,1042,189,121,345,636,58,2010-05-20 07:00:00
728,9,1038,183,118,356,770,287,2010-05-20 08:00:00
729,10,1037,168,117,356,883,348,2010-05-20 09:00:00
730,11,1035,172,120,354,810,340,2010-05-20 10:00:00
731,12,1038,189,119,346,793,31,2010-05-20 11:00:00
732,13,1038,189,120,344,829,22,2010-05-20 12:00:00
733,14,1035,195,119,352,782,60,2010-05-20 13:00:00
734,15,1032,202,121,369,825,362,2010-05-20 14:00:00
735,16,1057,204,124,375,986,362,2010-05-20 15:00:00
736,17,1058,189,124,376,1154,308,2010-05-20 16:00:00
737,18,1058,185,123,383,1327,263,2010-05-20 17:00:00
738,19,1059,180,123,398,1262,259,2010-05-20 18:00:00
739,20,1075,170,123,399,1253,213,2010-05-20 19:00:00
740,21,1076,168,123,407,1336,189,2010-05-20 20:00:00
741,22,1081,174,128,403,1452,24,2010-05-20 21:00:00
742,23,1083,179,129,372,1435,0,2010-05-20 22:00:00
743,24,1084,204,129,373,1475,0,2010-05-20 23:00:00
744,1,1086,204,128,373,1559,0,2010-05-21 00:00:00
745,2,1088,200,128,373,1583,0,2010-05-21 01:00:00
746,3,1089,201,128,374,1622,0,2010-05-21 02:00:00
747,4,1091,205,129,374,1616,0,2010-05-21 03:00:00
748,5,1091,204,129,373,1605,0,2010-05-21 04:00:00
749,6,1091,206,129,373,1545,0,2010-05-21 05:00:00
750,7,1091,204,129,369,1511,0,2010-05-21 06:00:00
751,8,1090,202,128,401,1479,70,2010-05-21 07:00:00
752,9,1088,202,126,421,1387,292,2010-05-21 08:00:00
753,10,1085,202,125,422,1176,347,2010-05-21 09:00:00
754,11,1084,204,127,422,1258,356,2010-05-21 10:00:00
755,12,1082,207,128,421,1317,338,2010-05-21 11:00:00
756,13,1080,210,128,419,1354,292,2010-05-21 12:00:00
757,14,1079,211,128,419,1351,281,2010-05-21 13:00:00
758,15,1079,212,127,420,1505,285,2010-05-21 14:00:00
759,16,1079,214,128,421,1585,283,2010-05-21 15:00:00
760,17,1078,217,127,409,1630,268,2010-05-21 16:00:00
761,18,1079,216,127,406,1627,235,2010-05-21 17:00:00
762,19,1081,207,127,398,1559,147,2010-05-21 18:00:00
763,20,1083,205,128,397,1597,17,2010-05-21 19:00:00
764,21,1086,199,129,398,1355,0,2010-05-21 20:00:00
765,22,1088,196,128,397,1442,0,2010-05-21 21:00:00
766,23,1088,195,129,397,1368,0,2010-05-21 22:00:00
767,24,1089,207,128,383,1364,0,2010-05-21 23:00:00
768,1,1089,210,128,379,1254,0,2010-05-22 00:00:00
769,2,1089,208,128,378,1114,0,2010-05-22 01:00:00
770,3,1089,208,128,377,1026,0,2010-05-22 02:00:00
771,4,1089,209,128,377,957,0,2010-05-22 03:00:00
772,5,1089,213,128,377,1105,0,2010-05-22 04:00:00
773,6,1089,213,128,376,1146,0,2010-05-22 05:00:00
774,7,1090,194,128,376,1033,0,2010-05-22 06:00:00
775,8,1092,174,127,392,1003,68,2010-05-22 07:00:00
776,9,1091,168,128,392,1025,300,2010-05-22 08:00:00
777,10,1090,161,127,385,972,356,2010-05-22 09:00:00
778,11,1089,162,127,378,963,368,2010-05-22 10:00:00
779,12,1089,178,127,380,968,368,2010-05-22 11:00:00
780,13,1086,193,127,381,1045,353,2010-05-22 12:00:00
781,14,1084,198,127,380,1115,361,2010-05-22 13:00:00
782,15,1082,218,127,381,1113,363,2010-05-22 14:00:00
783,16,1083,216,127,380,1094,360,2010-05-22 15:00:00
784,17,1083,216,127,381,1113,345,2010-05-22 16:00:00
785,18,1083,215,127,380,1188,299,2010-05-22 17:00:00
786,19,1084,216,128,377,1110,188,2010-05-22 18:00:00
787,20,1084,217,131,385,1161,37,2010-05-22 19:00:00
788,21,1084,216,146,389,1062,0,2010-05-22 20:00:00
789,22,1086,214,150,403,1127,0,2010-05-22 21:00:00
790,23,1087,215,150,386,1077,0,2010-05-22 22:00:00
791,24,1087,217,149,384,978,0,2010-05-22 23:00:00
792,1,1088,221,148,379,915,0,2010-05-23 00:00:00
793,2,1088,219,151,380,975,0,2010-05-23 01:00:00
794,3,1088,224,151,380,992,0,2010-05-23 02:00:00
795,4,1088,229,151,379,978,0,2010-05-23 03:00:00
796,5,1086,232,151,379,986,0,2010-05-23 04:00:00
797,6,1087,238,151,378,954,0,2010-05-23 05:00:00
798,7,1087,246,151,371,964,0,2010-05-23 06:00:00
799,8,1086,247,150,389,808,30,2010-05-23 07:00:00
800,9,1085,249,150,393,852,105,2010-05-23 08:00:00
801,10,1084,247,150,389,1120,247,2010-05-23 09:00:00
802,11,1082,246,150,393,982,214,2010-05-23 10:00:00
803,12,1081,246,150,393,815,204,2010-05-23 11:00:00
804,13,1079,245,151,394,822,217,2010-05-23 12:00:00
805,14,1077,247,151,393,961,299,2010-05-23 13:00:00
806,15,1070,246,151,392,1288,238,2010-05-23 14:00:00
807,16,1067,244,151,386,1423,308,2010-05-23 15:00:00
808,17,1065,243,152,383,1434,342,2010-05-23 16:00:00
809,18,1069,245,151,375,1553,305,2010-05-23 17:00:00
810,19,1075,247,161,380,1532,199,2010-05-23 18:00:00
811,20,1073,247,174,388,1582,35,2010-05-23 19:00:00
812,21,1072,247,173,397,1594,0,2010-05-23 20:00:00
813,22,1075,245,172,397,1578,0,2010-05-23 21:00:00
814,23,1077,237,171,382,1626,0,2010-05-23 22:00:00
815,24,1075,236,171,382,1538,0,2010-05-23 23:00:00
816,1,1076,238,168,370,1493,0,2010-05-24 00:00:00
817,2,1076,231,168,369,1422,0,2010-05-24 01:00:00
818,3,1076,230,167,368,1338,0,2010-05-24 02:00:00
819,4,1076,235,167,367,1326,0,2010-05-24 03:00:00
820,5,1075,240,167,357,1349,0,2010-05-24 04:00:00
821,6,1078,242,169,358,1257,0,2010-05-24 05:00:00
822,7,1077,238,169,360,1127,0,2010-05-24 06:00:00
823,8,1073,238,161,381,1023,73,2010-05-24 07:00:00
824,9,1070,240,163,388,888,289,2010-05-24 08:00:00
825,10,1068,242,164,388,683,248,2010-05-24 09:00:00
826,11,1067,232,169,390,553,184,2010-05-24 10:00:00
827,12,1064,226,175,390,464,279,2010-05-24 11:00:00
828,13,1046,237,175,391,423,365,2010-05-24 12:00:00
829,14,1008,245,175,391,575,366,2010-05-24 13:00:00
830,15,1019,252,175,390,676,367,2010-05-24 14:00:00
831,16,1038,263,174,389,747,365,2010-05-24 15:00:00
832,17,1045,265,174,389,779,345,2010-05-24 16:00:00
833,18,1045,263,174,390,856,316,2010-05-24 17:00:00
834,19,1045,267,174,380,899,257,2010-05-24 18:00:00
835,20,1069,271,174,378,977,168,2010-05-24 19:00:00
836,21,1066,275,174,377,1008,33,2010-05-24 20:00:00
837,22,1067,245,171,378,1003,0,2010-05-24 21:00:00
838,23,1068,244,171,363,1055,0,2010-05-24 22:00:00
839,24,1068,243,171,363,1137,0,2010-05-24 23:00:00
840,1,1068,241,172,358,1029,0,2010-05-25 00:00:00
841,2,1067,239,172,357,909,0,2010-05-25 01:00:00
842,3,1066,241,172,357,651,0,2010-05-25 02:00:00
843,4,1066,235,172,358,387,0,2010-05-25 03:00:00
844,5,1067,245,172,357,447,0,2010-05-25 04:00:00
845,6,1063,236,171,348,522,0,2010-05-25 05:00:00
846,7,1063,221,172,346,459,0,2010-05-25 06:00:00
847,8,1062,218,171,349,245,77,2010-05-25 07:00:00
848,9,1060,222,172,375,185,291,2010-05-25 08:00:00
849,10,1059,237,173,380,176,346,2010-05-25 09:00:00
850,11,1059,231,172,379,152,359,2010-05-25 10:00:00
851,12,1058,235,171,377,110,336,2010-05-25 11:00:00
852,13,1058,240,174,366,145,291,2010-05-25 12:00:00
853,14,1058,242,174,371,462,297,2010-05-25 13:00:00
854,15,1059,253,169,373,517,268,2010-05-25 14:00:00
855,16,1059,262,177,376,477,286,2010-05-25 15:00:00
856,17,1062,268,177,387,494,332,2010-05-25 16:00:00
857,18,1061,269,176,386,608,241,2010-05-25 17:00:00
858,19,1059,266,176,378,704,176,2010-05-25 18:00:00
859,20,1060,266,175,381,766,53,2010-05-25 19:00:00
860,21,1060,260,174,378,786,0,2010-05-25 20:00:00
861,22,1060,253,173,377,835,0,2010-05-25 21:00:00
862,23,1059,238,171,359,769,0,2010-05-25 22:00:00
863,24,1054,237,170,359,812,0,2010-05-25 23:00:00
864,1,1015,236,169,367,835,0,2010-05-26 00:00:00
865,2,1020,230,168,374,770,0,2010-05-26 01:00:00
866,3,1022,230,167,376,713,0,2010-05-26 02:00:00
867,4,1023,235,167,363,720,0,2010-05-26 03:00:00
868,5,1023,237,168,356,715,0,2010-05-26 04:00:00
869,6,1024,239,168,360,691,0,2010-05-26 05:00:00
870,7,1024,232,168,372,645,0,2010-05-26 06:00:00
871,8,1023,240,169,384,663,81,2010-05-26 07:00:00
872,9,1022,247,165,402,560,297,2010-05-26 08:00:00
873,10,1021,250,166,403,523,345,2010-05-26 09:00:00
874,11,1020,253,168,402,559,358,2010-05-26 10:00:00
875,12,1019,256,169,402,605,352,2010-05-26 11:00:00
876,13,1018,260,170,404,665,343,2010-05-26 12:00:00
877,14,1020,264,171,404,715,325,2010-05-26 13:00:00
878,15,1023,266,171,405,759,311,2010-05-26 14:00:00
879,16,1021,255,172,407,819,316,2010-05-26 15:00:00
880,17,1024,260,172,403,928,303,2010-05-26 16:00:00
881,18,1027,267,172,404,780,285,2010-05-26 17:00:00
882,19,1029,268,173,395,797,217,2010-05-26 18:00:00
883,20,1031,270,173,398,826,136,2010-05-26 19:00:00
884,21,1031,262,173,398,841,127,2010-05-26 20:00:00
885,22,1031,258,172,397,834,95,2010-05-26 21:00:00
